City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
namibe,12.0,AO,1551658040,100.0,-15.19,12.15,75.68,7.43
abu dhabi,20.0,AE,1551654000,63.0,24.47,54.37,64.4,8.05
geraldton,75.0,CA,1551654000,49.0,49.72,-86.95,-2.21,10.29
ixtapa,5.0,MX,1551658210,74.0,20.71,-105.21,78.8,11.41
listvyanka,0.0,RU,1551658229,92.0,51.86,104.86,21.0,4.47
namatanai,12.0,PG,1551657946,100.0,-3.66,152.44,83.11,5.64
casma,36.0,PE,1551658519,93.0,-9.47,-78.3,74.15,10.78
rehoboth,0.0,NA,1551658519,46.0,-23.31,17.08,62.5,3.96
ouango,32.0,CD,1551658520,97.0,4.31,22.55,70.42,2.17
port macquarie,100.0,AU,1551658444,54.0,-31.43,152.91,81.0,11.41
manokwari,56.0,ID,1551657989,100.0,-0.87,134.08,80.0,7.99
itarema,88.0,BR,1551658517,99.0,-2.92,-39.92,74.6,1.61
shambu,80.0,ET,1551658521,96.0,9.57,37.1,53.63,3.06
leiyang,56.0,CN,1551658521,91.0,26.42,112.85,43.91,1.72
penugonda,0.0,IN,1551658521,94.0,16.65,81.74,72.22,3.85
bodden town,20.0,KY,1551657605,78.0,19.28,-81.25,82.4,10.29
sur,0.0,OM,1551657879,100.0,22.57,59.53,67.13,3.51
huarmey,32.0,PE,1551658053,68.0,-10.07,-78.15,72.49,3.51
dubai,40.0,AE,1551654000,59.0,25.27,55.3,66.2,8.05
kaeo,24.0,NZ,1551657787,33.0,-35.1,173.78,80.01,7.0
shache,44.0,CN,1551658359,96.0,38.42,77.24,34.0,1.39
kasungu,32.0,MW,1551658523,93.0,-13.04,33.48,59.98,1.83
pangnirtung,64.0,CA,1551658489,66.0,66.15,-65.72,-9.55,0.94
uruzgan,24.0,AF,1551658523,80.0,32.93,66.63,17.9,1.28
yamasaki,75.0,JP,1551658316,100.0,34.97,134.76,50.0,4.7
srednekolymsk,32.0,RU,1551657872,61.0,67.46,153.71,-13.42,2.62
bonthe,8.0,SL,1551658524,80.0,7.53,-12.5,78.16,5.08
wanaka,0.0,NZ,1551658525,51.0,-44.7,169.14,65.15,3.62
shiyan,8.0,CN,1551658525,75.0,32.65,110.78,30.86,2.17
lara,40.0,PE,1551657600,58.0,-16.45,-71.53,59.0,6.93
ostrovnoy,36.0,RU,1551658526,69.0,68.05,39.51,-2.62,6.2
rodrigues alves,75.0,BR,1551654000,78.0,-7.74,-72.65,82.4,2.24
stephenville,40.0,US,1551658517,64.0,32.22,-98.2,37.4,13.87
kaspiysk,90.0,RU,1551655800,67.0,42.88,47.64,37.0,2.24
gunnaur,36.0,IN,1551658527,89.0,28.24,78.44,54.8,2.95
were ilu,56.0,ET,1551658527,95.0,10.6,39.43,50.89,0.94
fort nelson,5.0,CA,1551654000,37.0,58.81,-122.69,19.4,2.39
fare,80.0,PF,1551658527,100.0,-16.7,-151.02,83.33,2.62
barra,36.0,BR,1551658528,73.0,-11.09,-43.14,75.28,5.53
gambissara,12.0,SN,1551658528,23.0,13.24,-14.31,68.71,10.22
kampot,20.0,KH,1551655800,94.0,10.62,104.18,73.4,3.36
anloga,20.0,GH,1551654000,83.0,5.79,0.9,84.2,9.17
lucapa,36.0,AO,1551658529,93.0,-8.42,20.74,66.86,2.39
kamenskoye,,,,,,,,
nurota,56.0,UZ,1551655800,93.0,40.56,65.69,42.8,9.17
general roca,0.0,AR,1551654000,41.0,-39.03,-67.58,78.8,8.05
cayenne,88.0,GF,1551655800,78.0,4.94,-52.33,77.0,3.36
doume,,,,,,,,
baglung,0.0,NP,1551657942,80.0,28.27,83.59,37.84,3.18
warqla,,,,,,,,
la tuque,92.0,CA,1551658531,79.0,47.44,-72.79,23.48,6.08
bagotville,75.0,AU,1551658277,74.0,-28.98,153.42,80.6,10.29
nouadhibou,0.0,MR,1551654000,63.0,20.93,-17.03,64.4,18.34
ulaangom,32.0,MN,1551658532,66.0,49.98,92.07,-2.13,1.61
cabra,8.0,ES,1551658401,66.0,37.47,-4.43,59.0,3.36
sambava,56.0,MG,1551658533,100.0,-14.27,50.17,79.69,10.0
port lincoln,0.0,AU,1551658533,87.0,-34.72,135.86,69.07,9.55
alvorada,0.0,BR,1551658394,78.0,-30.0,-51.08,73.4,13.87
marzuq,88.0,YE,1551658534,93.0,14.4,46.47,58.09,2.17
les cayes,0.0,HT,1551658534,99.0,18.19,-73.75,78.11,13.47
mangrol,0.0,IN,1551658534,83.0,25.33,76.51,52.96,1.72
avera,90.0,US,1551658526,88.0,33.19,-82.53,66.99,4.7
tongchuan,76.0,CN,1551654000,82.0,34.9,108.95,32.0,2.24
amapa,20.0,HN,1551658519,66.0,15.09,-87.97,84.2,17.22
chagda,,,,,,,,
emba,75.0,CY,1551655800,93.0,34.81,32.42,51.8,6.93
kulhudhuffushi,24.0,MV,1551658536,100.0,6.62,73.07,81.53,10.67
chinhoyi,0.0,ZW,1551658536,61.0,-17.36,30.19,69.65,8.43
puerto lempira,20.0,HN,1551654000,69.0,15.27,-83.77,82.4,3.36
amahai,44.0,ID,1551654460,93.0,-3.31,129,82.99,1.99
saint-pierre,90.0,FR,1551657725,87.0,48.95,4.24,53.6,23.04
kruisfontein,0.0,ZA,1551657982,84.0,-34.0,24.73,60.52,6.42
panaba,0.0,MX,1551658538,41.0,21.28,-88.27,86.44,8.88
monrovia,20.0,LR,1551654000,94.0,6.33,-10.8,77.0,7.31
kudahuvadhoo,64.0,MV,1551657930,98.0,2.67,72.89,82.84,14.81
muroto,75.0,JP,1551654000,87.0,33.37,134.14,53.6,6.93
sturgis,0.0,US,1551658281,49.0,44.41,-103.51,3.99,14.99
kuching,75.0,MY,1551655800,94.0,1.56,110.34,77.0,1.5
tarakan,20.0,ID,1551654000,88.0,3.3,117.63,77.0,2.24
tambo grande,90.0,EC,1551654000,78.0,-3.58,-79.83,89.6,3.36
solnechnyy,64.0,RU,1551657986,77.0,50.72,136.64,14.35,2.28
illapel,0.0,CL,1551658540,87.0,-31.63,-71.17,60.97,2.95
christchurch,0.0,NZ,1551658385,68.0,-43.53,172.64,73.99,13.87
hit,12.0,IQ,1551657982,43.0,33.64,42.83,57.01,8.55
tabas,0.0,IR,1551658528,43.0,33.6,56.92,33.07,2.39
ancud,75.0,CL,1551654000,81.0,-41.87,-73.83,53.6,5.82
jaumave,90.0,MX,1551658217,38.0,23.41,-99.38,91.4,13.87
sao lourenco do sul,0.0,BR,1551658509,65.0,-31.37,-51.98,71.0,11.68
cootehill,80.0,GB,1551658505,88.0,54.07,-7.08,37.99,4.0
pousat,,,,,,,,
frontera,5.0,MX,1551653580,46.0,18.53,-92.64,89.6,5.82
pushkino,0.0,RU,1551655800,92.0,56.01,37.85,21.2,3.18
calvinia,0.0,ZA,1551658543,67.0,-31.47,19.78,52.24,3.18
sioux lookout,90.0,CA,1551656820,70.0,50.1,-91.92,-4.01,12.75
best,90.0,NL,1551658541,71.0,51.5,5.39,55.99,18.34
temaraia,,,,,,,,
zhuhai,0.0,CN,1551654000,63.0,40.71,112.04,26.6,4.47
dhidhdhoo,24.0,MV,1551658544,100.0,6.88,73.1,81.53,10.67
wattegama,24.0,LK,1551658544,96.0,7.35,80.68,66.5,2.73
mzimba,36.0,MW,1551658545,90.0,-11.9,33.6,59.44,2.39
sungaipenuh,68.0,ID,1551658545,95.0,-2.08,101.38,67.13,0.72
muyinga,64.0,BI,1551658545,96.0,-2.85,30.34,59.71,2.73
gushikawa,1.0,JP,1551658391,55.0,26.35,127.87,68.0,16.11
kenai,40.0,US,1551658324,80.0,60.55,-151.26,35.01,8.05
salym,76.0,RU,1551658546,74.0,60.06,71.48,20.74,13.8
kalmunai,44.0,LK,1551658546,97.0,7.42,81.82,73.25,2.73
luderitz,8.0,NA,1551657957,79.0,-26.65,15.16,63.08,17.83
lahij,92.0,YE,1551658547,91.0,13.06,44.88,72.31,2.28
lebedinyy,56.0,RU,1551658547,72.0,58.52,125.52,7.28,2.62
manakara,56.0,MG,1551658547,93.0,-22.14,48.01,78.52,5.3
sabang,64.0,PH,1551658548,91.0,13.72,123.58,78.65,5.75
tuy hoa,0.0,VN,1551658548,99.0,13.08,109.3,71.68,4.29
ljungby,88.0,SE,1551657707,100.0,56.83,13.94,41.0,4.7
yaguajay,88.0,CU,1551658549,87.0,22.33,-79.24,74.92,2.62
lermontovka,0.0,RU,1551658549,54.0,47.15,134.34,27.26,5.75
bloomingdale,1.0,US,1551658248,43.0,41.96,-88.08,18.0,13.87
qena,0.0,EG,1551654000,44.0,26.16,32.72,51.8,2.24
asau,,,,,,,,
mrirt,,,,,,,,
priverno,40.0,IT,1551658539,93.0,41.47,13.18,53.01,3.36
williams lake,5.0,CA,1551654000,31.0,52.13,-122.14,15.8,2.24
georgiyevskoye,68.0,RU,1551658551,88.0,44.16,39.25,22.63,2.95
dubbo,0.0,AU,1551655800,35.0,-32.25,148.6,84.2,13.87
alto longa,76.0,BR,1551658260,94.0,-5.25,-42.21,73.21,3.06
saldanha,88.0,PT,1551658552,82.0,41.42,-6.55,51.83,13.47
caravelas,56.0,BR,1551658552,100.0,-17.73,-39.27,83.51,13.13
fuerte olimpo,0.0,BR,1551658552,68.0,-21.04,-57.87,83.15,4.07
coihaique,40.0,CL,1551654000,53.0,-45.58,-72.07,51.8,3.36
miri,0.0,NG,1551658553,55.0,10.31,9.75,69.7,4.63
mabama,0.0,SL,1551658553,54.0,8.94,-11.9,71.9,6.2
altamont,48.0,CA,1551658217,59.0,49.4,-98.5,-0.01,12.75
fort smith,75.0,US,1551658377,58.0,35.39,-94.42,28.4,13.87
manzhouli,56.0,CN,1551658554,67.0,49.6,117.43,18.85,5.41
port keats,0.0,AU,1551658554,87.0,-14.25,129.55,85.54,9.55
biltine,0.0,TD,1551658555,53.0,14.53,20.93,69.07,4.29
sao gotardo,92.0,BR,1551657675,100.0,-19.31,-46.05,66.99,5.3
smithers,5.0,CA,1551654000,26.0,54.78,-127.17,19.4,2.62
leeuwarden,75.0,NL,1551658544,81.0,53.2,5.79,53.01,18.34
taoudenni,0.0,ML,1551658556,30.0,22.68,-3.98,51.83,5.97
kurkino,88.0,RU,1551658556,90.0,53.42,38.66,28.03,15.26
muros,75.0,ES,1551658292,93.0,42.77,-9.06,57.99,16.11
santa rosa,92.0,AR,1551658496,90.0,-36.62,-64.29,68.17,7.87
flinders,0.0,AU,1551658445,57.0,-34.58,150.85,86.0,6.93
praia da vitoria,75.0,PT,1551656795,82.0,38.73,-27.07,55.4,13.24
ontario,90.0,US,1551658553,76.0,34.07,-117.65,64.0,6.93
zhaoqing,80.0,CN,1551658559,97.0,23.05,112.47,62.5,3.74
lamar,90.0,US,1551658554,78.0,38.09,-102.62,8.6,8.05
lac-megantic,1.0,CA,1551657904,58.0,45.58,-70.88,26.6,3.36
chekhov,75.0,RU,1551655800,100.0,55.14,37.45,21.2,1.39
te anau,0.0,NZ,1551658560,49.0,-45.41,167.72,62.23,13.58
bryan,90.0,US,1551658251,75.0,30.67,-96.37,44.6,13.87
banda aceh,0.0,ID,1551658561,98.0,5.56,95.32,71.59,2.28
bay roberts,90.0,CA,1551658550,92.0,47.58,-53.28,24.01,13.87
saint george,20.0,GR,1551653400,93.0,39.45,22.34,44.6,1.28
constitucion,20.0,MX,1551658216,6.0,23.99,-104.67,84.2,5.82
nalut,0.0,LY,1551658562,91.0,31.86,10.98,43.73,2.84
veraval,24.0,FR,1551658555,71.0,49.65,0.71,54.0,26.4
plettenberg bay,0.0,ZA,1551658563,95.0,-34.05,23.37,64.88,6.76
auki,0.0,NG,1551658563,49.0,12.18,6.51,68.21,3.4
san ramon,40.0,NI,1551658369,64.0,12.92,-85.84,75.2,6.93
rio grande,0.0,BR,1551658565,85.0,-32.03,-52.1,71.23,12.24
karauzyak,,,,,,,,
lata,0.0,IN,1551658566,88.0,30.78,78.62,28.03,2.51
mantua,48.0,IT,1551658264,75.0,45.16,10.79,52.0,2.24
buenaventura,88.0,CO,1551658462,88.0,3.89,-77.07,72.71,2.62
pedasi,24.0,PA,1551658567,88.0,7.53,-80.03,80.63,12.12
boulder,90.0,US,1551657815,77.0,40.02,-105.27,10.0,4.7
maridi,,,,,,,,
novolvovsk,,,,,,,,
adet,8.0,ET,1551658568,57.0,11.26,37.49,50.53,2.39
verkhovazhye,64.0,RU,1551658569,85.0,60.75,42.05,11.6,5.97
santa catarina de tepehuanes,0.0,MX,1551658569,14.0,25.34,-105.72,75.64,9.22
liepaja,8.0,LV,1551657000,93.0,56.52,21.02,39.2,11.41
mabaruma,32.0,GY,1551658065,74.0,8.2,-59.78,79.28,8.55
yatou,75.0,CM,1551654000,100.0,3.63,9.81,78.8,2.24
halifax,20.0,CA,1551657966,73.0,44.65,-63.58,23.0,4.7
pahrump,1.0,US,1551658445,39.0,36.21,-115.98,68.0,18.34
maymyo,40.0,MM,1551655800,77.0,22.03,96.47,59.0,2.39
yeppoon,20.0,AU,1551655800,57.0,-23.13,150.74,80.6,13.87
ruatoria,,,,,,,,
karamea,,,,,,,,
kargopol,76.0,RU,1551658572,78.0,61.51,38.95,10.3,3.18
sembakung,20.0,ID,1551654000,88.0,3.82,117.25,77.0,2.24
honiara,8.0,SB,1551658572,63.0,-9.43,159.96,87.07,2.95
santa cruz,75.0,US,1551658562,93.0,36.97,-122.03,59.0,6.93
ormara,0.0,PK,1551658574,91.0,25.21,64.64,66.55,4.85
sobolevo,92.0,RU,1551658575,94.0,54.43,31.9,31.36,13.24
nelson bay,20.0,AU,1551658561,47.0,-32.72,152.14,84.99,11.41
sitio novo do tocantins,,,,,,,,
masoko,36.0,TZ,1551658576,97.0,-9.33,33.75,65.51,2.28
los llanos de aridane,20.0,ES,1551658532,63.0,28.66,-17.92,62.6,10.29
northam,20.0,GB,1551658570,75.0,51.04,-4.21,44.6,10.29
nerl,0.0,RU,1551658576,82.0,56.66,40.39,12.55,10.22
maningrida,68.0,AU,1551658577,90.0,-12.05,134.23,81.76,16.15
qaqortoq,88.0,GL,1551657000,42.0,60.72,-46.03,28.4,9.17
mangai,24.0,CD,1551658577,97.0,-4.07,19.59,72.22,2.73
punta alta,0.0,AR,1551654000,43.0,-27.46,-55.82,87.8,4.7
nargana,92.0,PA,1551658578,100.0,9.44,-78.59,79.28,14.03
altyn-topkan,8.0,TJ,1551655800,87.0,40.65,69.6,42.8,6.71
somerset east,0.0,ZA,1551658578,88.0,-32.72,25.59,57.46,2.73
port hawkesbury,1.0,CA,1551658543,73.0,45.62,-61.36,21.0,5.82
rawson,100.0,AR,1551658422,26.0,-43.3,-65.11,73.39,6.76
mandal,36.0,MN,1551658579,71.0,48.82,106.5,14.26,2.62
pundaguitan,92.0,PH,1551658579,100.0,6.37,126.17,77.66,5.3
chicama,90.0,PE,1551654000,83.0,-7.84,-79.15,77.0,9.17
russell,20.0,AR,1551654000,31.0,-33.01,-68.8,87.8,2.24
fairbanks,75.0,US,1551658259,73.0,64.84,-147.72,25.0,3.36
nagorsk,44.0,RU,1551658580,60.0,59.32,50.8,-3.25,3.51
choix,0.0,MX,1551658581,33.0,26.71,-108.33,79.28,1.95
walvis bay,36.0,NA,1551657725,88.0,-22.95,14.51,66.99,3.36
vanavara,0.0,RU,1551658582,65.0,60.35,102.28,2.47,3.4
grindavik,0.0,IS,1551658155,74.0,63.84,-22.43,37.4,19.46
ahipara,8.0,NZ,1551658582,62.0,-35.17,173.16,73.43,6.2
havre-saint-pierre,20.0,CA,1551654000,66.0,50.23,-63.6,14.0,8.05
maine-soroa,0.0,NE,1551658583,27.0,13.21,12.02,77.71,10.22
anito,76.0,PH,1551658583,100.0,12.45,125.29,78.79,10.89
iralaya,20.0,HN,1551654000,69.0,15.0,-83.23,82.4,3.36
westport,56.0,IE,1551658384,84.0,53.8,-9.52,43.0,1.01
sarangani,88.0,PH,1551658584,100.0,5.4,125.46,77.53,10.33
umtata,0.0,ZA,1551657600,100.0,-31.59,28.78,59.0,2.17
babanusah,,,,,,,,
piacabucu,44.0,BR,1551658536,77.0,-10.41,-36.43,80.45,12.46
sao joao da barra,0.0,BR,1551654000,83.0,-21.64,-41.05,80.6,9.17
tanout,32.0,NE,1551658041,19.0,14.97,8.88,73.84,12.46
evensk,80.0,RU,1551658586,100.0,61.92,159.24,14.93,16.04
pingliang,76.0,CN,1551658586,82.0,35.54,106.68,28.3,2.51
boa vista,0.0,BR,1551654000,36.0,2.82,-60.67,93.2,11.41
kutum,0.0,SD,1551658586,34.0,14.2,24.66,57.73,8.66
ko samui,20.0,TH,1551655800,78.0,9.54,99.94,82.4,8.05
esterhazy,44.0,CA,1551658587,71.0,50.65,-102.08,-0.15,17.49
salamiyah,36.0,SY,1551658587,96.0,35.01,37.05,39.5,2.95
lomovka,40.0,RU,1551655800,66.0,53.92,58.37,10.4,4.47
poum,0.0,MK,1551657994,75.0,41.28,20.71,16.91,1.39
gondanglegi,80.0,ID,1551658588,95.0,-7.75,112.01,73.3,3.18
khudumelapye,12.0,BW,1551658588,63.0,-23.91,24.95,66.64,2.62
marigot,20.0,HT,1551658516,58.0,18.23,-72.32,82.4,8.05
fukue,75.0,JP,1551658447,93.0,35.03,136.69,53.01,8.05
kokstad,20.0,ZA,1551658589,98.0,-30.55,29.42,54.26,2.17
himatnagar,8.0,IN,1551658590,61.0,23.6,72.96,59.93,2.73
louisbourg,,,,,,,,
usinsk,12.0,RU,1551658590,56.0,66.0,57.56,-6.22,8.43
olinda,75.0,EC,1551658543,83.0,-2.03,-79.75,78.8,12.75
rurrenabaque,8.0,BO,1551658394,88.0,-14.44,-67.53,75.73,1.95
hobyo,88.0,SO,1551658591,91.0,5.35,48.53,77.17,11.34
tongliao,92.0,CN,1551658591,80.0,43.61,122.27,34.51,12.8
zhob,100.0,PK,1551658592,85.0,31.34,69.45,31.63,2.62
baghmara,56.0,IN,1551658592,95.0,23.8,86.21,63.26,0.72
hashtrud,64.0,IR,1551658592,87.0,37.48,47.05,27.35,4.97
sami,0.0,BF,1551658592,43.0,12.17,-4.17,62.77,4.41
palmer,0.0,AU,1551657924,38.0,-34.85,139.16,77.0,13.87
fiumicino,40.0,IT,1551658570,93.0,41.77,12.23,52.0,3.36
tazovskiy,88.0,RU,1551658470,84.0,67.47,78.7,12.23,19.84
camacha,0.0,PT,1551655800,82.0,33.08,-16.33,60.8,6.93
quixada,,,,,,,,
whitehaven,90.0,US,1551658583,74.0,35.03,-90.03,35.6,17.22
araouane,0.0,ML,1551658594,36.0,18.9,-3.53,52.6,4.07
collie,0.0,AU,1551658511,37.0,-33.36,116.15,72.0,11.23
abilene,1.0,US,1551658413,59.0,32.45,-99.73,35.6,14.99
rosarito,40.0,CO,1551657600,94.0,4.91,-75.23,77.0,9.17
kamenka,88.0,RU,1551657450,90.0,53.19,44.05,26.01,15.93
sumbawa,,,,,,,,
grand forks,90.0,US,1551658577,70.0,47.91,-97.06,-0.41,10.29
alvaraes,0.0,BR,1551653100,83.0,-3.22,-64.8,84.2,3.36
paragominas,92.0,BR,1551658596,97.0,-3.0,-47.35,72.49,5.41
sirpur,0.0,IN,1551658596,85.0,18.94,78.68,61.51,1.16
kavaratti,8.0,IN,1551658597,100.0,10.57,72.64,81.76,10.67
sinnamary,92.0,GF,1551658597,88.0,5.38,-52.96,80.63,12.35
inhambane,36.0,MZ,1551658597,91.0,-23.87,35.38,80.45,8.66
zhezkazgan,92.0,KZ,1551658598,96.0,47.8,67.71,31.31,3.29
muncar,80.0,ID,1551658598,90.0,-8.43,114.34,82.57,4.52
kropachevo,0.0,RU,1551658598,73.0,55.01,57.99,11.2,8.88
artyk,,,,,,,,
ugoofaaru,88.0,MV,1551658599,100.0,5.67,73,82.66,10.45
gerash,0.0,IR,1551658599,76.0,27.67,54.14,27.85,2.17
waverley,0.0,AU,1551658593,54.0,-33.9,151.26,86.0,12.75
ewo,12.0,CG,1551658600,93.0,-0.88,14.81,71.9,5.19
corner brook,90.0,CA,1551657661,52.0,48.95,-57.95,19.4,4.7
prescott,40.0,US,1551658306,43.0,34.54,-112.47,64.0,13.87
kandrian,12.0,PG,1551658600,86.0,-6.21,149.55,82.84,2.73
lima,0.0,PE,1551658504,73.0,-12.06,-77.04,77.0,11.41
waw,,,,,,,,
krabi,20.0,TH,1551655800,94.0,8.06,98.92,77.0,5.82
jhargram,32.0,IN,1551658602,96.0,22.45,86.99,63.04,0.94
champagnole,0.0,FR,1551658548,53.0,46.75,5.91,50.0,13.87
plouzane,48.0,FR,1551658551,76.0,48.38,-4.62,50.0,26.4
chala,90.0,TZ,1551654000,93.0,-7.6,31.27,62.6,2.39
acapulco,5.0,MX,1551653280,74.0,16.86,-99.88,82.4,13.87
ritchie,0.0,ZA,1551657600,33.0,-29.03,24.6,71.6,8.05
platanos,40.0,GR,1551658549,93.0,35.47,23.6,55.0,12.01
farafangana,76.0,MG,1551658604,100.0,-22.82,47.83,76.54,3.85
great falls,1.0,US,1551658558,63.0,47.5,-111.29,-1.0,11.41
fethiye,40.0,TR,1551658102,100.0,36.62,29.12,45.0,5.82
port hardy,75.0,CA,1551655320,80.0,50.7,-127.42,33.8,19.46
port moresby,40.0,PG,1551654000,70.0,-9.47,147.16,86.0,11.41
matara,68.0,PE,1551658067,84.0,-13.74,-72.9,48.64,1.28
sechura,24.0,PE,1551657946,72.0,-5.56,-80.82,79.24,10.56
yarim,8.0,YE,1551658606,81.0,14.3,44.38,42.65,1.61
shaoyang,48.0,CN,1551658606,90.0,27.23,111.45,41.3,2.73
samatau,,,,,,,,
longonjo,20.0,AO,1551658607,93.0,-12.91,15.25,56.29,1.16
puerto baquerizo moreno,75.0,EC,1551654000,88.0,-0.9,-89.6,80.6,2.24
caiaponia,92.0,BR,1551658607,99.0,-16.96,-51.81,69.97,4.41
vilaka,,,,,,,,
haibowan,,,,,,,,
kaitong,12.0,CN,1551658608,41.0,44.81,123.15,35.63,7.43
salinas,90.0,US,1551658599,87.0,36.67,-121.66,57.99,11.41
george town,75.0,MY,1551655800,83.0,5.42,100.33,78.8,7.54
paka,0.0,HR,1551655800,74.0,45.29,18.06,37.4,8.05
zaragoza,0.0,ES,1551658515,36.0,41.65,-0.88,64.4,10.29
kirakira,76.0,SB,1551658610,100.0,-10.46,161.92,81.71,8.88
yabrud,20.0,SY,1551658553,86.0,33.97,36.66,37.99,6.93
verkhoyansk,32.0,RU,1551658611,46.0,67.55,133.39,-29.58,1.05
shu,20.0,KZ,1551658611,79.0,43.6,73.76,29.02,4.18
rossano,0.0,IT,1551658520,89.0,39.57,16.63,46.99,1.99
grinnell,1.0,US,1551658328,64.0,41.74,-92.72,5.0,18.34
xapuri,44.0,BR,1551658612,90.0,-10.65,-68.5,76.54,0.94
rudbar,,,,,,,,
marsaxlokk,40.0,MT,1551658551,87.0,35.84,14.54,55.4,10.29
waipawa,0.0,NZ,1551658156,54.0,-39.94,176.59,75.0,8.01
imbituba,40.0,BR,1551654000,83.0,-28.24,-48.67,78.8,8.05
meyungs,,,,,,,,
bandiagara,0.0,ML,1551657600,30.0,14.35,-3.61,69.8,6.93
eyl,92.0,SO,1551658614,99.0,7.98,49.82,76.72,11.34
puga,0.0,MX,1551658614,53.0,20.14,-98.07,86.08,4.29
grimari,,,,,,,,
arlit,0.0,NE,1551658614,34.0,18.74,7.39,57.41,5.97
yining,76.0,CN,1551658615,85.0,29.04,114.56,35.63,2.39
azanka,88.0,RU,1551658615,76.0,58.04,64.79,20.11,8.77
homa bay,8.0,KE,1551658615,100.0,-0.53,34.45,69.52,3.62
kaabong,8.0,UG,1551658616,66.0,3.51,34.14,58.54,1.28
mehamn,75.0,NO,1551653400,73.0,71.03,27.85,21.2,16.11
mbigou,32.0,GA,1551658616,97.0,-1.9,11.91,67.4,2.62
klaksvik,92.0,FO,1551657000,93.0,62.23,-6.59,41.0,6.93
harlingen,90.0,US,1551658410,93.0,26.19,-97.7,64.4,25.28
khandyga,0.0,RU,1551658617,34.0,62.65,135.58,-23.77,2.51
bentiu,,,,,,,,
marcona,,,,,,,,
san policarpo,92.0,PH,1551658617,99.0,12.18,125.51,77.71,7.76
dwarka,20.0,IN,1551655800,100.0,28.58,77.04,57.2,2.84
houma,64.0,CN,1551658618,81.0,35.63,111.36,28.25,2.17
feltre,12.0,IT,1551658596,93.0,46.02,11.91,46.99,3.36
coihueco,0.0,CL,1551657977,49.0,-36.63,-71.83,71.6,6.93
alghero,0.0,IT,1551655200,93.0,40.56,8.32,53.6,9.17
puyang,0.0,CN,1551658619,82.0,35.76,115.02,39.05,11.68
navolato,40.0,MX,1551658580,27.0,24.76,-107.7,88.0,11.41
pemberton,0.0,AU,1551658400,75.0,-34.44,116.03,69.01,1.01
kajaani,20.0,FI,1551655200,83.0,64.22,27.73,-11.21,1.12
hervey bay,40.0,AU,1551658509,69.0,-25.3,152.85,86.0,18.34
ayan,0.0,TR,1551658621,70.0,40.67,33.6,14.8,2.62
cairo,0.0,EG,1551658373,76.0,30.05,31.24,57.2,4.7
jacksonville,1.0,US,1551658353,64.0,30.33,-81.66,78.8,5.82
yaan,32.0,NG,1551658622,74.0,7.38,8.57,79.42,11.01
mana,0.0,RS,1551655800,86.0,43.52,20.24,37.4,1.12
ginir,32.0,ET,1551658622,75.0,7.14,40.71,57.82,2.62
mossendjo,68.0,CG,1551658622,96.0,-2.95,12.72,70.33,2.06
yar-sale,80.0,RU,1551658623,85.0,66.83,70.83,4.54,23.87
chama,88.0,ZM,1551658623,95.0,-11.22,33.16,66.82,3.96
darnah,80.0,LY,1551658624,99.0,32.77,22.64,60.61,8.88
moree,0.0,AU,1551658606,44.0,-29.46,149.84,81.0,9.17
mamlyutka,76.0,KZ,1551658624,88.0,54.94,68.54,25.46,20.62
saint-augustin,0.0,FR,1551657969,45.0,44.83,-0.61,64.4,16.11
salalah,20.0,OM,1551653400,64.0,17.01,54.1,75.2,5.82
denpasar,20.0,ID,1551655800,88.0,-8.65,115.22,82.4,4.7
jaru,8.0,BR,1551658625,89.0,-10.43,-62.48,76.63,2.17
dabhol,0.0,IN,1551658626,100.0,17.6,73.17,68.66,7.31
quimperle,75.0,FR,1551658601,71.0,47.87,-3.55,51.01,33.33
oxchuc,20.0,MX,1551658626,39.0,16.78,-92.34,73.57,1.5
tres picos,0.0,MX,1551658626,55.0,16.23,-93.58,78.65,3.06
wainwright,0.0,CA,1551658509,79.0,52.84,-110.86,-2.49,11.45
novopokrovka,0.0,RU,1551658627,68.0,45.85,134.51,30.68,2.84
mokhsogollokh,64.0,RU,1551658627,64.0,61.4,128.95,-4.38,3.85
paracin,0.0,RS,1551655800,86.0,43.86,21.41,35.6,1.12
vilyuysk,48.0,RU,1551657936,70.0,63.75,121.63,-1.95,5.19
micheweni,12.0,TZ,1551658628,100.0,-4.97,39.83,83.74,5.3
saint-ambroise,80.0,FR,1551658626,87.0,47.25,-0.65,53.6,19.46
huntington,90.0,US,1551658564,100.0,40.87,-73.43,36.0,8.05
ahuimanu,20.0,US,1551658430,44.0,21.44,-157.84,80.6,12.75
yongan,0.0,CN,1551658629,78.0,39.7,113.69,24.34,1.72
hammerfest,90.0,NO,1551657000,100.0,70.66,23.68,24.8,23.04
tahe,0.0,CN,1551658630,76.0,52.34,124.71,10.03,2.39
abnub,0.0,EG,1551654000,54.0,27.27,31.15,53.6,10.29
bilma,0.0,NE,1551658630,25.0,18.69,12.92,55.3,9.78
kachiry,88.0,KZ,1551658631,92.0,53.07,76.1,31.81,10.67
barabai,8.0,ID,1551658631,88.0,-2.59,115.38,77.53,2.95
merritt island,1.0,US,1551658578,44.0,28.54,-80.67,82.0,9.17
brandon,20.0,US,1551658516,70.0,43.59,-96.57,-2.21,11.41
laguna,5.0,MX,1551653040,28.0,27.52,-110.01,86.0,12.75
mys shmidta,,,,,,,,
